Dateoil,Cushing..OK.WTI.Spot.Price.FOB..Dollars.per.Barrel.,COMEX,Date,CopperCOMEX
19-09-20,NA,"3,714",2023-09-19,3.714
19-10-20,NA,"3,153",2017-10-19,3.153
19-10-20,NA,"2,768",2018-10-19,2.768
19-10-20,NA,"3,081",2020-10-19,3.081
19-10-20,NA,"4,714",2021-10-19,4.714
19-10-20,NA,"3,361",2022-10-19,3.361
19-10-20,NA,"3,592",2023-10-19,3.592
19-11-20,NA,"2,805",2018-11-19,2.805
19-11-20,NA,"2,654",2019-11-19,2.654
19-11-20,NA,"3,204",2020-11-19,3.204
19-11-20,NA,"4,409",2021-11-19,4.409
19-12-20,NA,"3,128",2017-12-19,3.128
19-12-20,NA,"2,722",2018-12-19,2.722
19-12-20,NA,"2,832",2019-12-19,2.832
19-12-20,NA,"3,783",2022-12-19,3.783
19-12-20,NA,"3,896",2023-12-19,3.896
20-01-20,NA,"2,617",2017-01-20,2.617
20-01-20,NA,"3,648",2021-01-20,3.648
20-01-20,NA,"4,577",2022-01-20,4.577
20-01-20,NA,"4,249",2023-01-20,4.249
20-02-20,NA,"3,186",2018-02-20,3.186
20-02-20,NA,"2,93",2019-02-20,2.93
20-02-20,NA,"2,595",2020-02-20,2.595
20-02-20,NA,"3,867",2024-02-20,3.867
20-03-20,NA,"2,656",2017-03-20,2.656
20-03-20,NA,"3,026",2018-03-20,3.026
20-03-20,NA,"2,916",2019-03-20,2.916
20-03-20,NA,"2,191",2020-03-20,2.191
20-03-20,NA,"3,976",2023-03-20,3.976
20-04-20,NA,"2,541",2017-04-20,2.541
20-04-20,NA,"3,132",2018-04-20,3.132
20-04-20,NA,"2,335",2020-04-20,2.335
20-04-20,NA,"4,224",2021-04-20,4.224
20-04-20,NA,"4,65",2022-04-20,4.65
20-04-20,NA,"4,022",2023-04-20,4.022
20-05-20,NA,"2,736",2019-05-20,2.736
20-05-20,NA,"2,468",2020-05-20,2.468
20-05-20,NA,"4,582",2021-05-20,4.582
20-05-20,NA,"4,281",2022-05-20,4.281
20-06-20,NA,"2,555",2017-06-20,2.555
20-06-20,NA,"3,047",2018-06-20,3.047
20-06-20,NA,"2,716",2019-06-20,2.716
20-06-20,NA,"3,879",2023-06-20,3.879
20-07-20,NA,"2,709",2017-07-20,2.709
20-07-20,NA,"2,746",2018-07-20,2.746
20-07-20,NA,"2,899",2020-07-20,2.899
20-07-20,NA,"4,274",2021-07-20,4.274
20-07-20,NA,"3,33",2022-07-20,3.33
20-07-20,NA,"3,818",2023-07-20,3.818
20-08-20,NA,"2,664",2018-08-20,2.664
20-08-20,NA,"2,574",2019-08-20,2.574
20-08-20,NA,"2,97",2020-08-20,2.97
20-08-20,NA,"4,135",2021-08-20,4.135
20-09-20,NA,"2,95",2017-09-20,2.95
20-09-20,NA,"2,721",2018-09-20,2.721
20-09-20,NA,"2,59",2019-09-20,2.59
20-09-20,NA,"4,117",2021-09-20,4.117
20-09-20,NA,"3,548",2022-09-20,3.548
20-09-20,NA,"3,747",2023-09-20,3.747
20-10-20,NA,"3,152",2017-10-20,3.152
20-10-20,NA,"3,144",2020-10-20,3.144
20-10-20,NA,"4,756",2021-10-20,4.756
20-10-20,NA,"3,451",2022-10-20,3.451
20-10-20,NA,"3,542",2023-10-20,3.542
20-11-20,NA,"3,091",2017-11-20,3.091
20-11-20,NA,"2,767",2018-11-20,2.767
20-11-20,NA,"2,647",2019-11-20,2.647
20-11-20,NA,"3,294",2020-11-20,3.294
20-11-20,NA,"3,813",2023-11-20,3.813
20-12-20,NA,"3,172",2017-12-20,3.172
20-12-20,NA,"2,702",2018-12-20,2.702
20-12-20,NA,"2,811",2019-12-20,2.811
20-12-20,NA,"4,288",2021-12-20,4.288
20-12-20,NA,"3,798",2022-12-20,3.798
20-12-20,NA,"3,902",2023-12-20,3.902
21-01-20,NA,"2,799",2020-01-21,2.799
21-01-20,NA,"3,656",2021-01-21,3.656
21-01-20,NA,"4,513",2022-01-21,4.513
21-02-20,NA,"2,746",2017-02-21,2.746
21-02-20,NA,"3,212",2018-02-21,3.212
21-02-20,NA,"2,903",2019-02-21,2.903
21-02-20,NA,"2,618",2020-02-21,2.618
21-02-20,NA,"4,235",2023-02-21,4.235
21-02-20,NA,"3,875",2024-02-21,3.875
21-03-20,NA,"2,61",2017-03-21,2.61
21-03-20,NA,"3,049",2018-03-21,3.049
21-03-20,NA,"2,9",2019-03-21,2.9
21-03-20,NA,"4,702",2022-03-21,4.702
21-03-20,NA,"4,019",2023-03-21,4.019
21-04-20,NA,"2,537",2017-04-21,2.537
21-04-20,NA,"2,267",2020-04-21,2.267
21-04-20,NA,"4,287",2021-04-21,4.287
21-04-20,NA,"4,704",2022-04-21,4.704
21-04-20,NA,"3,98",2023-04-21,3.98
21-05-20,NA,"3,086",2018-05-21,3.086
21-05-20,NA,"2,724",2019-05-21,2.724
21-05-20,NA,"2,452",2020-05-21,2.452
21-05-20,NA,"4,496",2021-05-21,4.496
21-06-20,NA,"2,602",2017-06-21,2.602
21-06-20,NA,"3,025",2018-06-21,3.025
21-06-20,NA,"2,706",2019-06-21,2.706
21-06-20,NA,"4,188",2021-06-21,4.188
21-06-20,NA,"4,043",2022-06-21,4.043
21-06-20,NA,"3,911",2023-06-21,3.911
21-07-20,NA,"2,715",2017-07-21,2.715
21-07-20,NA,"2,941",2020-07-21,2.941
21-07-20,NA,"4,283",2021-07-21,4.283
21-07-20,NA,"3,302",2022-07-21,3.302
21-07-20,NA,"3,803",2023-07-21,3.803
21-08-20,NA,"2,981",2017-08-21,2.981
21-08-20,NA,"2,69",2018-08-21,2.69
21-08-20,NA,"2,582",2019-08-21,2.582
21-08-20,NA,"2,914",2020-08-21,2.914
21-08-20,NA,"3,712",2023-08-21,3.712
21-09-20,NA,"2,914",2017-09-21,2.914
21-09-20,NA,"2,837",2018-09-21,2.837
21-09-20,NA,"3,03",2020-09-21,3.03
21-09-20,NA,"4,128",2021-09-21,4.128
21-09-20,NA,"3,512",2022-09-21,3.512
21-09-20,NA,"3,667",2023-09-21,3.667
21-10-20,NA,"2,635",2019-10-21,2.635
21-10-20,NA,"3,195",2020-10-21,3.195
21-10-20,NA,"4,587",2021-10-21,4.587
21-10-20,NA,"3,523",2022-10-21,3.523
21-11-20,NA,"3,126",2017-11-21,3.126
21-11-20,NA,"2,795",2018-11-21,2.795
21-11-20,NA,"2,621",2019-11-21,2.621
21-11-20,NA,"3,572",2022-11-21,3.572
21-11-20,NA,"3,815",2023-11-21,3.815
21-12-20,NA,"3,195",2017-12-21,3.195
21-12-20,NA,"2,679",2018-12-21,2.679
21-12-20,NA,"3,573",2020-12-21,3.573
21-12-20,NA,"4,338",2021-12-21,4.338
21-12-20,NA,"3,806",2022-12-21,3.806
21-12-20,NA,"3,909",2023-12-21,3.909
22-01-20,NA,"3,178",2018-01-22,3.178
22-01-20,NA,"2,689",2019-01-22,2.689
22-01-20,NA,"2,767",2020-01-22,2.767
22-01-20,NA,"3,636",2021-01-22,3.636
22-01-20,NA,"3,764",2024-01-22,3.764
22-02-20,NA,"2,733",2017-02-22,2.733
22-02-20,NA,"3,238",2018-02-22,3.238
22-02-20,NA,"2,961",2019-02-22,2.961
22-02-20,NA,"4,153",2021-02-22,4.153
22-02-20,NA,"4,51",2022-02-22,4.51
22-02-20,NA,"4,203",2023-02-22,4.203
22-02-20,NA,"3,898",2024-02-22,3.898
22-03-20,NA,"2,622",2017-03-22,2.622
22-03-20,NA,"3,012",2018-03-22,3.012
22-03-20,NA,"2,836",2019-03-22,2.836
22-03-20,NA,"4,149",2021-03-22,4.149
22-03-20,NA,"4,689",2022-03-22,4.689
22-03-20,NA,"4,069",2023-03-22,4.069
22-04-20,NA,"2,907",2019-04-22,2.907
22-04-20,NA,"2,318",2020-04-22,2.318
22-04-20,NA,"4,281",2021-04-22,4.281
22-04-20,NA,"4,583",2022-04-22,4.583
22-05-20,NA,"2,589",2017-05-22,2.589
22-05-20,NA,"3,119",2018-05-22,3.119
22-05-20,NA,"2,686",2019-05-22,2.686
22-05-20,NA,"2,409",2020-05-22,2.409
22-05-20,NA,"3,674",2023-05-22,3.674
22-06-20,NA,"2,598",2017-06-22,2.598
22-06-20,NA,"3,033",2018-06-22,3.033
22-06-20,NA,"2,656",2020-06-22,2.656
22-06-20,NA,"4,235",2021-06-22,4.235
22-06-20,NA,"3,952",2022-06-22,3.952
22-06-20,NA,"3,889",2023-06-22,3.889
22-07-20,NA,"2,715",2019-07-22,2.715
22-07-20,NA,"2,909",2020-07-22,2.909
22-07-20,NA,"4,348",2021-07-22,4.348
22-07-20,NA,"3,349",2022-07-22,3.349
22-08-20,NA,"2,987",2017-08-22,2.987
22-08-20,NA,"2,669",2018-08-22,2.669
22-08-20,NA,"2,554",2019-08-22,2.554
22-08-20,NA,"3,671",2022-08-22,3.671
22-08-20,NA,"3,751",2023-08-22,3.751
22-09-20,NA,"2,925",2017-09-22,2.925
22-09-20,NA,"3,059",2020-09-22,3.059
22-09-20,NA,"4,253",2021-09-22,4.253
22-09-20,NA,"3,499",2022-09-22,3.499
22-09-20,NA,"3,666",2023-09-22,3.666
22-10-20,NA,"2,774",2018-10-22,2.774
22-10-20,NA,"2,622",2019-10-22,2.622
22-10-20,NA,"3,15",2020-10-22,3.15
22-10-20,NA,"4,526",2021-10-22,4.526
22-11-20,NA,"3,135",2017-11-22,3.135
22-11-20,NA,"2,648",2019-11-22,2.648
22-11-20,NA,"4,396",2021-11-22,4.396
22-11-20,NA,"3,615",2022-11-22,3.615
22-11-20,NA,"3,767",2023-11-22,3.767
22-12-20,NA,"3,215",2017-12-22,3.215
22-12-20,NA,"3,518",2020-12-22,3.518
22-12-20,NA,"4,39",2021-12-22,4.39
22-12-20,NA,"3,752",2022-12-22,3.752
22-12-20,NA,"3,896",2023-12-22,3.896
23-01-20,NA,"2,64",2017-01-23,2.64
23-01-20,NA,"3,09",2018-01-23,3.09
23-01-20,NA,"2,694",2019-01-23,2.694
23-01-20,NA,"2,726",2020-01-23,2.726
23-01-20,NA,"4,254",2023-01-23,4.254
23-01-20,NA,"3,791",2024-01-23,3.791
23-02-20,NA,"2,643",2017-02-23,2.643
23-02-20,NA,"3,209",2018-02-23,3.209
23-02-20,NA,"4,188",2021-02-23,4.188
23-02-20,NA,"4,482",2022-02-23,4.482
23-02-20,NA,"4,073",2023-02-23,4.073
23-02-20,NA,"3,882",2024-02-23,3.882
23-03-20,NA,"2,637",2017-03-23,2.637
23-03-20,NA,"2,985",2018-03-23,2.985
23-03-20,NA,"2,12",2020-03-23,2.12
23-03-20,NA,"4,088",2021-03-23,4.088
23-03-20,NA,"4,763",2022-03-23,4.763
23-03-20,NA,"4,146",2023-03-23,4.146
23-04-20,NA,"3,108",2018-04-23,3.108
23-04-20,NA,"2,899",2019-04-23,2.899
23-04-20,NA,"2,324",2020-04-23,2.324
23-04-20,NA,"4,343",2021-04-23,4.343
23-05-20,NA,"2,591",2017-05-23,2.591
23-05-20,NA,"3,061",2018-05-23,3.061
23-05-20,NA,"2,687",2019-05-23,2.687
23-05-20,NA,"4,348",2022-05-23,4.348
23-05-20,NA,"3,642",2023-05-23,3.642
23-06-20,NA,"2,623",2017-06-23,2.623
23-06-20,NA,"2,66",2020-06-23,2.66
23-06-20,NA,"4,331",2021-06-23,4.331
23-06-20,NA,"3,759",2022-06-23,3.759
23-06-20,NA,"3,806",2023-06-23,3.806
23-07-20,NA,"2,737",2018-07-23,2.737
23-07-20,NA,"2,694",2019-07-23,2.694
23-07-20,NA,"2,925",2020-07-23,2.925
23-07-20,NA,"4,407",2021-07-23,4.407
23-08-20,NA,"2,981",2017-08-23,2.981
23-08-20,NA,"2,653",2018-08-23,2.653
23-08-20,NA,"2,526",2019-08-23,2.526
23-08-20,NA,"4,235",2021-08-23,4.235
23-08-20,NA,"3,705",2022-08-23,3.705
23-08-20,NA,"3,804",2023-08-23,3.804
23-09-20,NA,"2,595",2019-09-23,2.595
23-09-20,NA,"2,994",2020-09-23,2.994
23-09-20,NA,"4,231",2021-09-23,4.231
23-09-20,NA,"3,372",2022-09-23,3.372
23-10-20,NA,"3,174",2017-10-23,3.174
23-10-20,NA,"2,747",2018-10-23,2.747
23-10-20,NA,"2,663",2019-10-23,2.663
23-10-20,NA,"3,126",2020-10-23,3.126
23-10-20,NA,"3,573",2023-10-23,3.573
23-11-20,NA,"2,771",2018-11-23,2.771
23-11-20,NA,"3,26",2020-11-23,3.26
23-11-20,NA,"4,424",2021-11-23,4.424
23-11-20,NA,"3,618",2022-11-23,3.618
23-12-20,NA,"2,817",2019-12-23,2.817
23-12-20,NA,"3,552",2020-12-23,3.552
23-12-20,NA,"4,387",2021-12-23,4.387
23-12-20,NA,"3,803",2022-12-23,3.803
24-01-20,NA,"2,701",2017-01-24,2.701
24-01-20,NA,"3,209",2018-01-24,3.209
24-01-20,NA,"2,674",2019-01-24,2.674
24-01-20,NA,"2,686",2020-01-24,2.686
24-01-20,NA,"4,403",2022-01-24,4.403
24-01-20,NA,"4,246",2023-01-24,4.246
24-01-20,NA,"3,883",2024-01-24,3.883
24-02-20,NA,"2,68",2017-02-24,2.68
24-02-20,NA,"2,593",2020-02-24,2.593
24-02-20,NA,"4,301",2021-02-24,4.301
24-02-20,NA,"4,454",2022-02-24,4.454
24-02-20,NA,"3,955",2023-02-24,3.955
24-03-20,NA,"2,624",2017-03-24,2.624
24-03-20,NA,"2,198",2020-03-24,2.198
24-03-20,NA,"4,072",2021-03-24,4.072
24-03-20,NA,"4,729",2022-03-24,4.729
24-03-20,NA,"4,102",2023-03-24,4.102
24-04-20,NA,"2,554",2017-04-24,2.554
24-04-20,NA,"3,139",2018-04-24,3.139
24-04-20,NA,"2,918",2019-04-24,2.918
24-04-20,NA,"2,348",2020-04-24,2.348
24-04-20,NA,"3,953",2023-04-24,3.953
24-05-20,NA,"2,578",2017-05-24,2.578
24-05-20,NA,"3,086",2018-05-24,3.086
24-05-20,NA,"2,707",2019-05-24,2.707
24-05-20,NA,"4,542",2021-05-24,4.542
24-05-20,NA,"4,326",2022-05-24,4.326
24-05-20,NA,"3,554",2023-05-24,3.554
24-06-20,NA,"2,706",2019-06-24,2.706
24-06-20,NA,"2,651",2020-06-24,2.651
24-06-20,NA,"4,312",2021-06-24,4.312
24-06-20,NA,"3,76",2022-06-24,3.76
24-07-20,NA,"2,729",2017-07-24,2.729
24-07-20,NA,"2,8",2018-07-24,2.8
24-07-20,NA,"2,704",2019-07-24,2.704
24-07-20,NA,"2,882",2020-07-24,2.882
24-07-20,NA,"3,841",2023-07-24,3.841
24-08-20,NA,"3,034",2017-08-24,3.034
24-08-20,NA,"2,699",2018-08-24,2.699
24-08-20,NA,"2,923",2020-08-24,2.923
24-08-20,NA,"4,255",2021-08-24,4.255
24-08-20,NA,"3,661",2022-08-24,3.661
24-08-20,NA,"3,768",2023-08-24,3.768
24-09-20,NA,"2,816",2018-09-24,2.816
24-09-20,NA,"2,59",2019-09-24,2.59
24-09-20,NA,"2,969",2020-09-24,2.969
24-09-20,NA,"4,288",2021-09-24,4.288
24-10-20,NA,"3,187",2017-10-24,3.187
24-10-20,NA,"2,747",2018-10-24,2.747
24-10-20,NA,"2,659",2019-10-24,2.659
24-10-20,NA,"3,48",2022-10-24,3.48
24-10-20,NA,"3,61",2023-10-24,3.61
24-11-20,NA,"3,166",2017-11-24,3.166
24-11-20,NA,"3,3",2020-11-24,3.3
24-11-20,NA,"4,458",2021-11-24,4.458
24-11-20,NA,"3,797",2023-11-24,3.797
24-12-20,NA,"2,669",2018-12-24,2.669
24-12-20,NA,"2,839",2019-12-24,2.839
24-12-20,NA,"3,56",2020-12-24,3.56
25-01-20,NA,"2,703",2017-01-25,2.703
25-01-20,NA,"3,199",2018-01-25,3.199
25-01-20,NA,"2,738",2019-01-25,2.738
25-01-20,NA,"3,641",2021-01-25,3.641
25-01-20,NA,"4,443",2022-01-25,4.443
25-01-20,NA,"4,24",2023-01-25,4.24
25-01-20,NA,"3,866",2024-01-25,3.866
25-02-20,NA,"2,95",2019-02-25,2.95
25-02-20,NA,"2,597",2020-02-25,2.597
25-02-20,NA,"4,266",2021-02-25,4.266
25-02-20,NA,"4,472",2022-02-25,4.472
25-03-20,NA,"2,85",2019-03-25,2.85
25-03-20,NA,"2,234",2020-03-25,2.234
25-03-20,NA,"3,985",2021-03-25,3.985
25-03-20,NA,"4,686",2022-03-25,4.686
25-04-20,NA,"2,582",2017-04-25,2.582
25-04-20,NA,"3,132",2018-04-25,3.132
25-04-20,NA,"2,878",2019-04-25,2.878
25-04-20,NA,"4,449",2022-04-25,4.449
25-04-20,NA,"3,846",2023-04-25,3.846
25-05-20,NA,"2,592",2017-05-25,2.592
25-05-20,NA,"3,067",2018-05-25,3.067
25-05-20,NA,"4,522",2021-05-25,4.522
25-05-20,NA,"4,277",2022-05-25,4.277
25-05-20,NA,"3,581",2023-05-25,3.581
25-06-20,NA,"2,992",2018-06-25,2.992
25-06-20,NA,"2,736",2019-06-25,2.736
25-06-20,NA,"2,663",2020-06-25,2.663
25-06-20,NA,"4,299",2021-06-25,4.299
25-07-20,NA,"2,841",2017-07-25,2.841
25-07-20,NA,"2,806",2018-07-25,2.806
25-07-20,NA,"2,696",2019-07-25,2.696
25-07-20,NA,"3,351",2022-07-25,3.351
25-07-20,NA,"3,902",2023-07-25,3.902
25-08-20,NA,"3,033",2017-08-25,3.033
25-08-20,NA,"2,931",2020-08-25,2.931
25-08-20,NA,"4,265",2021-08-25,4.265
25-08-20,NA,"3,711",2022-08-25,3.711
25-08-20,NA,"3,76",2023-08-25,3.76
25-09-20,NA,"2,918",2017-09-25,2.918
25-09-20,NA,"2,804",2018-09-25,2.804
25-09-20,NA,"2,595",2019-09-25,2.595
25-09-20,NA,"2,973",2020-09-25,2.973
25-09-20,NA,"3,65",2023-09-25,3.65
25-10-20,NA,"3,172",2017-10-25,3.172
25-10-20,NA,"2,749",2018-10-25,2.749
25-10-20,NA,"2,667",2019-10-25,2.667
25-10-20,NA,"4,552",2021-10-25,4.552
25-10-20,NA,"3,451",2022-10-25,3.451
25-10-20,NA,"3,572",2023-10-25,3.572
25-11-20,NA,"2,648",2019-11-25,2.648
25-11-20,NA,"3,312",2020-11-25,3.312
25-11-20,NA,"3,627",2022-11-25,3.627
26-01-20,NA,"2,666",2017-01-26,2.666
26-01-20,NA,"3,183",2018-01-26,3.183
26-01-20,NA,"3,628",2021-01-26,3.628
26-01-20,NA,"4,505",2022-01-26,4.505
26-01-20,NA,"4,267",2023-01-26,4.267
26-01-20,NA,"3,851",2024-01-26,3.851
26-02-20,NA,"3,196",2018-02-26,3.196
26-02-20,NA,"2,944",2019-02-26,2.944
26-02-20,NA,"2,577",2020-02-26,2.577
26-02-20,NA,"4,095",2021-02-26,4.095
26-02-20,NA,"3,824",2024-02-26,3.824
26-03-20,NA,"2,961",2018-03-26,2.961
26-03-20,NA,"2,851",2019-03-26,2.851
26-03-20,NA,"2,208",2020-03-26,2.208
26-03-20,NA,"4,079",2021-03-26,4.079
26-04-20,NA,"2,591",2017-04-26,2.591
26-04-20,NA,"3,113",2018-04-26,3.113
26-04-20,NA,"2,97",2019-04-26,2.97
26-04-20,NA,"4,448",2021-04-26,4.448
26-04-20,NA,"4,44",2022-04-26,4.44
26-04-20,NA,"3,85",2023-04-26,3.85
26-05-20,NA,"2,56",2017-05-26,2.56
26-05-20,NA,"2,439",2020-05-26,2.439
26-05-20,NA,"4,533",2021-05-26,4.533
26-05-20,NA,"4,255",2022-05-26,4.255
26-05-20,NA,"3,674",2023-05-26,3.674
26-06-20,NA,"2,625",2017-06-26,2.625
26-06-20,NA,"2,997",2018-06-26,2.997
26-06-20,NA,"2,711",2019-06-26,2.711
26-06-20,NA,"2,672",2020-06-26,2.672
26-06-20,NA,"3,787",2023-06-26,3.787
26-07-20,NA,"2,869",2017-07-26,2.869
26-07-20,NA,"2,804",2018-07-26,2.804
26-07-20,NA,"2,677",2019-07-26,2.677
26-07-20,NA,"4,589",2021-07-26,4.589
26-07-20,NA,"3,383",2022-07-26,3.383
26-07-20,NA,"3,891",2023-07-26,3.891
26-08-20,NA,"2,54",2019-08-26,2.54
26-08-20,NA,"2,96",2020-08-26,2.96
26-08-20,NA,"4,246",2021-08-26,4.246
26-08-20,NA,"3,712",2022-08-26,3.712
26-09-20,NA,"2,898",2017-09-26,2.898
26-09-20,NA,"2,807",2018-09-26,2.807
26-09-20,NA,"2,56",2019-09-26,2.56
26-09-20,NA,"3,314",2022-09-26,3.314
26-09-20,NA,"3,625",2023-09-26,3.625
26-10-20,NA,"3,168",2017-10-26,3.168
26-10-20,NA,"2,744",2018-10-26,2.744
26-10-20,NA,"3,089",2020-10-26,3.089
26-10-20,NA,"4,487",2021-10-26,4.487
26-10-20,NA,"3,63",2022-10-26,3.63
26-10-20,NA,"3,569",2023-10-26,3.569
26-11-20,NA,"2,759",2018-11-26,2.759
26-11-20,NA,"2,675",2019-11-26,2.675
26-11-20,NA,"4,282",2021-11-26,4.282
26-12-20,NA,"3,256",2017-12-26,3.256
26-12-20,NA,"2,709",2018-12-26,2.709
26-12-20,NA,"2,865",2019-12-26,2.865
26-12-20,NA,"3,896",2023-12-26,3.896
27-01-20,NA,"2,68",2017-01-27,2.68
27-01-20,NA,"2,597",2020-01-27,2.597
27-01-20,NA,"3,572",2021-01-27,3.572
27-01-20,NA,"4,413",2022-01-27,4.413
27-01-20,NA,"4,224",2023-01-27,4.224
27-02-20,NA,"2,688",2017-02-27,2.688
27-02-20,NA,"3,158",2018-02-27,3.158
27-02-20,NA,"2,959",2019-02-27,2.959
27-02-20,NA,"2,572",2020-02-27,2.572
27-02-20,NA,"4,009",2023-02-27,4.009
27-02-20,NA,"3,831",2024-02-27,3.831
27-03-20,NA,"2,625",2017-03-27,2.625
27-03-20,NA,"2,992",2018-03-27,2.992
27-03-20,NA,"2,858",2019-03-27,2.858
27-03-20,NA,"2,197",2020-03-27,2.197
27-03-20,NA,"4,105",2023-03-27,4.105
27-04-20,NA,"2,58",2017-04-27,2.58
27-04-20,NA,"3,046",2018-04-27,3.046
27-04-20,NA,"2,382",2020-04-27,2.382
27-04-20,NA,"4,743",2021-04-27,4.743
27-04-20,NA,"4,455",2022-04-27,4.455
27-04-20,NA,"3,865",2023-04-27,3.865
27-05-20,NA,"2,403",2020-05-27,2.403
27-05-20,NA,"4,667",2021-05-27,4.667
27-05-20,NA,"4,304",2022-05-27,4.304
27-06-20,NA,"2,647",2017-06-27,2.647
27-06-20,NA,"2,99",2018-06-27,2.99
27-06-20,NA,"2,713",2019-06-27,2.713
27-06-20,NA,"3,779",2022-06-27,3.779
27-06-20,NA,"3,782",2023-06-27,3.782
27-07-20,NA,"2,874",2017-07-27,2.874
27-07-20,NA,"2,788",2018-07-27,2.788
27-07-20,NA,"2,888",2020-07-27,2.888
27-07-20,NA,"4,546",2021-07-27,4.546
27-07-20,NA,"3,43",2022-07-27,3.43
27-07-20,NA,"3,864",2023-07-27,3.864
27-08-20,NA,"2,705",2018-08-27,2.705
27-08-20,NA,"2,544",2019-08-27,2.544
27-08-20,NA,"2,965",2020-08-27,2.965
27-08-20,NA,"4,317",2021-08-27,4.317
27-09-20,NA,"2,911",2017-09-27,2.911
27-09-20,NA,"2,765",2018-09-27,2.765
27-09-20,NA,"2,583",2019-09-27,2.583
27-09-20,NA,"4,294",2021-09-27,4.294
27-09-20,NA,"3,323",2022-09-27,3.323
27-09-20,NA,"3,627",2023-09-27,3.627
27-10-20,NA,"3,094",2017-10-27,3.094
27-10-20,NA,"3,09",2020-10-27,3.09
27-10-20,NA,"4,387",2021-10-27,4.387
27-10-20,NA,"3,626",2022-10-27,3.626
27-10-20,NA,"3,634",2023-10-27,3.634
27-11-20,NA,"3,133",2017-11-27,3.133
27-11-20,NA,"2,711",2018-11-27,2.711
27-11-20,NA,"2,675",2019-11-27,2.675
27-11-20,NA,"3,4",2020-11-27,3.4
27-11-20,NA,"3,763",2023-11-27,3.763
27-12-20,NA,"3,257",2017-12-27,3.257
27-12-20,NA,"2,668",2018-12-27,2.668
27-12-20,NA,"2,837",2019-12-27,2.837
27-12-20,NA,"4,465",2021-12-27,4.465
27-12-20,NA,"3,834",2022-12-27,3.834
27-12-20,NA,"3,944",2023-12-27,3.944
28-01-20,NA,"2,688",2019-01-28,2.688
28-01-20,NA,"2,58",2020-01-28,2.58
28-01-20,NA,"3,583",2021-01-28,3.583
28-01-20,NA,"4,303",2022-01-28,4.303
28-02-20,NA,"2,704",2017-02-28,2.704
28-02-20,NA,"3,108",2018-02-28,3.108
28-02-20,NA,"2,95",2019-02-28,2.95
28-02-20,NA,"2,546",2020-02-28,2.546
28-02-20,NA,"4,445",2022-02-28,4.445
28-02-20,NA,"4,098",2023-02-28,4.098
28-02-20,NA,"3,828",2024-02-28,3.828
28-03-20,NA,"2,669",2017-03-28,2.669
28-03-20,NA,"2,994",2018-03-28,2.994
28-03-20,NA,"2,869",2019-03-28,2.869
28-03-20,NA,"4,714",2022-03-28,4.714
28-03-20,NA,"4,112",2023-03-28,4.112
28-04-20,NA,"2,597",2017-04-28,2.597
28-04-20,NA,"2,379",2020-04-28,2.379
28-04-20,NA,"4,537",2021-04-28,4.537
28-04-20,NA,"4,414",2022-04-28,4.414
28-04-20,NA,"3,87",2023-04-28,3.87
28-05-20,NA,"2,704",2019-05-28,2.704
28-05-20,NA,"2,413",2020-05-28,2.413
28-05-20,NA,"4,683",2021-05-28,4.683
28-06-20,NA,"2,662",2017-06-28,2.662
28-06-20,NA,"2,954",2018-06-28,2.954
28-06-20,NA,"2,706",2019-06-28,2.706
28-06-20,NA,"4,278",2021-06-28,4.278
28-06-20,NA,"3,784",2022-06-28,3.784
28-06-20,NA,"3,721",2023-06-28,3.721
28-07-20,NA,"2,871",2017-07-28,2.871
28-07-20,NA,"2,905",2020-07-28,2.905
28-07-20,NA,"4,479",2021-07-28,4.479
28-07-20,NA,"3,475",2022-07-28,3.475
28-07-20,NA,"3,917",2023-07-28,3.917
28-08-20,NA,"3,065",2017-08-28,3.065
28-08-20,NA,"2,734",2018-08-28,2.734
28-08-20,NA,"2,551",2019-08-28,2.551
28-08-20,NA,"2,995",2020-08-28,2.995
28-08-20,NA,"3,754",2023-08-28,3.754
28-09-20,NA,"2,963",2017-09-28,2.963
28-09-20,NA,"2,787",2018-09-28,2.787
28-09-20,NA,"2,99",2020-09-28,2.99
28-09-20,NA,"4,245",2021-09-28,4.245
28-09-20,NA,"3,382",2022-09-28,3.382
28-09-20,NA,"3,695",2023-09-28,3.695
28-10-20,NA,"2,673",2019-10-28,2.673
28-10-20,NA,"3,057",2020-10-28,3.057
28-10-20,NA,"4,438",2021-10-28,4.438
28-10-20,NA,"3,466",2022-10-28,3.466
28-11-20,NA,"3,071",2017-11-28,3.071
28-11-20,NA,"2,796",2018-11-28,2.796
28-11-20,NA,"3,611",2022-11-28,3.611
28-11-20,NA,"3,801",2023-11-28,3.801
28-12-20,NA,"3,286",2017-12-28,3.286
28-12-20,NA,"2,679",2018-12-28,2.679
28-12-20,NA,"3,57",2020-12-28,3.57
28-12-20,NA,"4,42",2021-12-28,4.42
28-12-20,NA,"3,832",2022-12-28,3.832
28-12-20,NA,"3,913",2023-12-28,3.913
29-01-20,NA,"3,178",2018-01-29,3.178
29-01-20,NA,"2,732",2019-01-29,2.732
29-01-20,NA,"2,554",2020-01-29,2.554
29-01-20,NA,"3,574",2021-01-29,3.574
29-01-20,NA,"3,873",2024-01-29,3.873
29-02-20,NA,"3,835",2024-02-29,3.835
29-03-20,NA,"2,67",2017-03-29,2.67
29-03-20,NA,"3,019",2018-03-29,3.019
29-03-20,NA,"2,936",2019-03-29,2.936
