"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"02/18/2022,""4.9398"",""4.9417"",""4.9522"",""4.9392"",""94.17K"",""0.03%"""
"02/17/2022,""4.9381"",""4.9424"",""4.9483"",""4.9316"",""111.56K"",""-0.01%"""
"02/16/2022,""4.9387"",""4.9398"",""4.9472"",""4.9342"",""110.59K"",""0.07%"""
"02/15/2022,""4.9351"",""4.9442"",""4.9489"",""4.9338"",""116.29K"",""-0.10%"""
"02/14/2022,""4.9399"",""4.9436"",""4.9547"",""4.9387"",""120.79K"",""-0.05%"""
"02/11/2022,""4.9424"",""4.9422"",""4.9517"",""4.9392"",""123.37K"",""0.03%"""
"02/10/2022,""4.9407"",""4.9450"",""4.9509"",""4.9306"",""125.59K"",""0.03%"""
"02/09/2022,""4.9393"",""4.9433"",""4.9494"",""4.9395"",""107.85K"",""0.01%"""
"02/08/2022,""4.9388"",""4.9453"",""4.9493"",""4.9417"",""145.02K"",""-0.09%"""
"02/07/2022,""4.9432"",""4.9555"",""4.9557"",""4.9363"",""114.61K"",""0.02%"""
"02/04/2022,""4.9424"",""4.9466"",""4.9516"",""4.9404"",""126.88K"",""-0.02%"""
"02/03/2022,""4.9436"",""4.9454"",""4.9548"",""4.9418"",""114.00K"",""0.05%"""
"02/02/2022,""4.9411"",""4.9460"",""4.9511"",""4.9427"",""94.56K"",""-0.01%"""
"02/01/2022,""4.9417"",""4.9464"",""4.9504"",""4.9415"",""103.42K"",""-0.03%"""
"01/31/2022,""4.9432"",""4.9453"",""4.9542"",""4.9412"",""98.79K"",""0.06%"""
"01/28/2022,""4.9404"",""4.9476"",""4.9506"",""4.9425"",""106.45K"",""-0.06%"""
"01/27/2022,""4.9434"",""4.9446"",""4.9509"",""4.9411"",""115.89K"",""0.07%"""
"01/26/2022,""4.9399"",""4.9454"",""4.9518"",""4.9397"",""102.81K"",""-0.04%"""
"01/25/2022,""4.9418"",""4.9415"",""4.9489"",""4.9395"",""114.19K"",""0.09%"""
"01/24/2022,""4.9374"",""4.9455"",""4.9502"",""4.9331"",""109.98K"",""-0.07%"""
"01/21/2022,""4.9408"",""4.9451"",""4.9492"",""4.9418"",""106.96K"",""-0.01%"""
"01/20/2022,""4.9413"",""4.9443"",""4.9489"",""4.9416"",""112.01K"",""0.00%"""
"01/19/2022,""4.9412"",""4.9420"",""4.9489"",""4.9405"",""128.43K"",""0.01%"""
"01/18/2022,""4.9409"",""4.9444"",""4.9487"",""4.9406"",""149.87K"",""0.01%"""
"01/17/2022,""4.9404"",""4.9426"",""4.9480"",""4.9363"",""95.23K"",""0.01%"""
"01/14/2022,""4.9399"",""4.9437"",""4.9475"",""4.9387"",""94.68K"",""0.00%"""
"01/13/2022,""4.9401"",""4.9446"",""4.9475"",""4.9395"",""92.41K"",""0.00%"""
"01/12/2022,""4.9401"",""4.9432"",""4.9516"",""4.9406"",""94.52K"",""0.01%"""
"01/11/2022,""4.9398"",""4.9455"",""4.9488"",""4.9409"",""91.86K"",""-0.01%"""
"01/10/2022,""4.9405"",""4.9427"",""4.9485"",""4.9401"",""83.94K"",""0.00%"""
"01/07/2022,""4.9407"",""4.9416"",""4.9502"",""4.9403"",""76.42K"",""0.09%"""
"01/06/2022,""4.9362"",""4.9464"",""4.9493"",""4.9391"",""107.97K"",""-0.14%"""
"01/05/2022,""4.9432"",""4.9479"",""4.9511"",""4.9400"",""84.72K"",""-0.01%"""
"01/04/2022,""4.9436"",""4.9488"",""4.9529"",""4.9440"",""89.31K"",""-0.01%"""
"01/03/2022,""4.9443"",""4.9453"",""4.9531"",""4.9321"",""68.45K"",""0.03%"""
"12/31/2021,""4.9429"",""4.9492"",""4.9530"",""4.9451"",""54.77K"",""-0.03%"""
"12/30/2021,""4.9444"",""4.9507"",""4.9535"",""4.9457"",""74.82K"",""-0.06%"""
"12/29/2021,""4.9474"",""4.9510"",""4.9545"",""4.9464"",""81.53K"",""-0.01%"""
"12/28/2021,""4.9480"",""4.9503"",""4.9540"",""4.9466"",""85.27K"",""0.03%"""
"12/27/2021,""4.9465"",""4.9486"",""4.9542"",""4.9454"",""73.18K"",""0.03%"""
"12/24/2021,""4.9448"",""4.9508"",""4.9562"",""4.9450"",""63.11K"",""-0.04%"""
"12/23/2021,""4.9466"",""4.9489"",""4.9546"",""4.9458"",""89.84K"",""0.03%"""
"12/22/2021,""4.9453"",""4.9492"",""4.9541"",""4.9439"",""98.19K"",""0.04%"""
"12/21/2021,""4.9434"",""4.9485"",""4.9532"",""4.9429"",""108.60K"",""-0.05%"""
"12/20/2021,""4.9461"",""4.9513"",""4.9559"",""4.9453"",""109.37K"",""0.00%"""
"12/17/2021,""4.9461"",""4.9495"",""4.9534"",""4.9454"",""108.04K"",""0.01%"""
"12/16/2021,""4.9455"",""4.9472"",""4.9550"",""4.9454"",""108.45K"",""0.04%"""
"12/15/2021,""4.9434"",""4.9496"",""4.9549"",""4.9391"",""136.76K"",""-0.04%"""
"12/14/2021,""4.9454"",""4.9493"",""4.9541"",""4.9458"",""198.17K"",""0.01%"""
"12/13/2021,""4.9450"",""4.9500"",""4.9531"",""4.9450"",""113.13K"",""0.02%"""
"12/10/2021,""4.9442"",""4.9490"",""4.9553"",""4.9458"",""126.33K"",""-0.03%"""
"12/09/2021,""4.9458"",""4.9497"",""4.9532"",""4.9454"",""115.16K"",""-0.02%"""
"12/08/2021,""4.9468"",""4.9482"",""4.9535"",""4.9440"",""177.74K"",""0.05%"""
"12/07/2021,""4.9443"",""4.9488"",""4.9528"",""4.9432"",""190.95K"",""-0.01%"""
"12/06/2021,""4.9446"",""4.9516"",""4.9525"",""4.9337"",""124.95K"",""-0.03%"""
"12/03/2021,""4.9460"",""4.9505"",""4.9661"",""4.9447"",""120.98K"",""-0.01%"""
"12/02/2021,""4.9463"",""4.9485"",""4.9588"",""4.9452"",""123.61K"",""0.02%"""
"12/01/2021,""4.9453"",""4.9483"",""4.9545"",""4.9416"",""128.43K"",""0.03%"""
"11/30/2021,""4.9436"",""4.9503"",""4.9580"",""4.9379"",""149.75K"",""-0.04%"""
"11/29/2021,""4.9454"",""4.9508"",""4.9545"",""4.9416"",""121.40K"",""0.00%"""
"11/26/2021,""4.9453"",""4.9490"",""4.9546"",""4.9458"",""166.56K"",""0.02%"""
"11/25/2021,""4.9443"",""4.9481"",""4.9545"",""4.9461"",""123.96K"",""-0.01%"""
"11/24/2021,""4.9447"",""4.9487"",""4.9534"",""4.9454"",""128.34K"",""-0.01%"""
"11/23/2021,""4.9450"",""4.9508"",""4.9549"",""4.9454"",""134.15K"",""-0.02%"""
"11/22/2021,""4.9461"",""4.9549"",""4.9560"",""4.9411"",""165.04K"",""-0.12%"""
"11/19/2021,""4.9519"",""4.9495"",""4.9554"",""4.9450"",""109.94K"",""0.15%"""
"11/18/2021,""4.9444"",""4.9490"",""4.9538"",""4.9454"",""145.45K"",""-0.03%"""
"11/17/2021,""4.9460"",""4.9488"",""4.9530"",""4.9399"",""127.25K"",""0.02%"""
"11/16/2021,""4.9450"",""4.9500"",""4.9530"",""4.9453"",""118.39K"",""-0.04%"""
"11/15/2021,""4.9468"",""4.9520"",""4.9573"",""4.9451"",""104.62K"",""-0.02%"""
"11/12/2021,""4.9478"",""4.9463"",""4.9527"",""4.9406"",""109.89K"",""0.11%"""
"11/11/2021,""4.9425"",""4.9492"",""4.9521"",""4.9433"",""93.59K"",""-0.07%"""
"11/10/2021,""4.9460"",""4.9485"",""4.9549"",""4.9409"",""113.68K"",""0.02%"""
"11/09/2021,""4.9448"",""4.9477"",""4.9532"",""4.9444"",""94.26K"",""-0.01%"""
"11/08/2021,""4.9451"",""4.9440"",""4.9531"",""4.9438"",""106.42K"",""-0.02%"""
"11/05/2021,""4.9459"",""4.9498"",""4.9535"",""4.9447"",""112.99K"",""-0.01%"""
"11/04/2021,""4.9466"",""4.9493"",""4.9528"",""4.9455"",""125.52K"",""0.03%"""
"11/03/2021,""4.9453"",""4.9505"",""4.9634"",""4.9447"",""129.10K"",""-0.01%"""
"11/02/2021,""4.9458"",""4.9493"",""4.9539"",""4.9459"",""116.68K"",""0.03%"""
"11/01/2021,""4.9443"",""4.9467"",""4.9534"",""4.9451"",""103.61K"",""0.00%"""
"10/29/2021,""4.9442"",""4.9475"",""4.9549"",""4.9453"",""96.93K"",""0.00%"""
"10/28/2021,""4.9440"",""4.9485"",""4.9549"",""4.9451"",""113.71K"",""-0.03%"""
"10/27/2021,""4.9456"",""4.9437"",""4.9517"",""4.9421"",""98.71K"",""0.06%"""
"10/26/2021,""4.9426"",""4.9461"",""4.9511"",""4.9437"",""89.37K"",""-0.01%"""
"10/25/2021,""4.9429"",""4.9454"",""4.9556"",""4.9433"",""95.85K"",""-0.02%"""
"10/22/2021,""4.9440"",""4.9465"",""4.9511"",""4.9425"",""98.98K"",""0.03%"""
"10/21/2021,""4.9423"",""4.9448"",""4.9517"",""4.9432"",""104.73K"",""0.03%"""
"10/20/2021,""4.9410"",""4.9490"",""4.9528"",""4.9406"",""102.78K"",""-0.08%"""
"10/19/2021,""4.9450"",""4.9486"",""4.9528"",""4.9455"",""100.07K"",""-0.02%"""
"10/18/2021,""4.9459"",""4.9467"",""4.9549"",""4.9437"",""123.32K"",""0.01%"""
"10/15/2021,""4.9454"",""4.9489"",""4.9536"",""4.9412"",""122.74K"",""0.00%"""
"10/14/2021,""4.9453"",""4.9483"",""4.9538"",""4.9462"",""96.14K"",""0.01%"""
"10/13/2021,""4.9446"",""4.9500"",""4.9534"",""4.9455"",""134.13K"",""-0.03%"""
"10/12/2021,""4.9462"",""4.9495"",""4.9539"",""4.9461"",""99.79K"",""0.00%"""
"10/11/2021,""4.9461"",""4.9488"",""4.9531"",""4.9439"",""107.16K"",""0.06%"""
"10/08/2021,""4.9433"",""4.9479"",""4.9570"",""4.9444"",""103.11K"",""-0.01%"""
"10/07/2021,""4.9439"",""4.9459"",""4.9517"",""4.9426"",""113.20K"",""0.01%"""
"10/06/2021,""4.9433"",""4.9444"",""4.9514"",""4.9414"",""126.67K"",""0.04%"""
"10/05/2021,""4.9411"",""4.9555"",""4.9555"",""4.9401"",""115.36K"",""-0.21%"""
"10/04/2021,""4.9513"",""4.9447"",""4.9572"",""4.9398"",""99.24K"",""0.19%"""
"10/01/2021,""4.9419"",""4.9488"",""4.9518"",""4.9419"",""95.33K"",""-0.06%"""
"09/30/2021,""4.9447"",""4.9457"",""4.9532"",""4.9427"",""118.39K"",""0.06%"""
"09/29/2021,""4.9419"",""4.9510"",""4.9541"",""4.9432"",""105.39K"",""-0.08%"""
"09/28/2021,""4.9459"",""4.9489"",""4.9562"",""4.9440"",""116.46K"",""0.02%"""
"09/27/2021,""4.9447"",""4.9518"",""4.9542"",""4.9450"",""94.85K"",""0.01%"""
"09/24/2021,""4.9442"",""4.9505"",""4.9540"",""4.9467"",""111.06K"",""-0.04%"""
"09/23/2021,""4.9460"",""4.9510"",""4.9542"",""4.9451"",""111.15K"",""-0.01%"""
"09/22/2021,""4.9467"",""4.9481"",""4.9558"",""4.9412"",""112.91K"",""0.05%"""
"09/21/2021,""4.9444"",""4.9490"",""4.9531"",""4.9453"",""108.17K"",""-0.01%"""
"09/20/2021,""4.9451"",""4.9486"",""4.9553"",""4.9389"",""103.17K"",""0.06%"""
"09/17/2021,""4.9421"",""4.9485"",""4.9524"",""4.9443"",""99.83K"",""-0.03%"""
"09/16/2021,""4.9435"",""4.9485"",""4.9522"",""4.9441"",""130.75K"",""-0.02%"""
"09/15/2021,""4.9446"",""4.9493"",""4.9525"",""4.9447"",""104.45K"",""0.00%"""
"09/14/2021,""4.9447"",""4.9472"",""4.9559"",""4.9448"",""111.79K"",""0.03%"""
"09/13/2021,""4.9432"",""4.9447"",""4.9513"",""4.9346"",""87.60K"",""0.04%"""
"09/10/2021,""4.9413"",""4.9461"",""4.9483"",""4.9383"",""100.46K"",""-0.02%"""
"09/09/2021,""4.9424"",""4.9499"",""4.9536"",""4.9405"",""97.62K"",""-0.05%"""
"09/08/2021,""4.9448"",""4.9510"",""4.9534"",""4.9430"",""114.93K"",""-0.01%"""
"09/07/2021,""4.9451"",""4.9481"",""4.9544"",""4.9447"",""114.30K"",""0.02%"""
"09/06/2021,""4.9439"",""4.9442"",""4.9514"",""4.9374"",""86.34K"",""0.05%"""
"09/03/2021,""4.9414"",""4.9393"",""4.9553"",""4.9349"",""117.02K"",""0.14%"""
"09/02/2021,""4.9343"",""4.9358"",""4.9443"",""4.9328"",""101.92K"",""0.05%"""
"09/01/2021,""4.9318"",""4.9345"",""4.9387"",""4.9307"",""120.22K"",""0.01%"""
"08/31/2021,""4.9312"",""4.9357"",""4.9394"",""4.9307"",""117.12K"",""0.00%"""
"08/30/2021,""4.9313"",""4.9370"",""4.9433"",""4.9314"",""89.32K"",""0.00%"""
"08/27/2021,""4.9312"",""4.9344"",""4.9436"",""4.9234"",""131.65K"",""0.02%"""
"08/26/2021,""4.9301"",""4.9283"",""4.9365"",""4.9262"",""114.93K"",""0.12%"""
"08/25/2021,""4.9243"",""4.9290"",""4.9348"",""4.9248"",""116.42K"",""-0.02%"""
"08/24/2021,""4.9253"",""4.9295"",""4.9332"",""4.9241"",""85.98K"",""0.02%"""
"08/23/2021,""4.9244"",""4.9330"",""4.9461"",""4.9260"",""93.52K"",""-0.12%"""
"08/20/2021,""4.9304"",""4.9310"",""4.9376"",""4.9219"",""91.08K"",""0.05%"""
"08/19/2021,""4.9279"",""4.9240"",""4.9364"",""4.9174"",""126.58K"",""0.15%"""
"08/18/2021,""4.9203"",""4.9250"",""4.9316"",""4.9201"",""128.26K"",""-0.02%"""
"08/17/2021,""4.9212"",""4.9171"",""4.9286"",""4.9144"",""122.94K"",""0.14%"""
"08/16/2021,""4.9142"",""4.9107"",""4.9201"",""4.9068"",""113.36K"",""0.17%"""
"08/13/2021,""4.9061"",""4.9114"",""4.9152"",""4.9040"",""114.09K"",""-0.04%"""
"08/12/2021,""4.9082"",""4.9136"",""4.9177"",""4.9088"",""119.75K"",""-0.03%"""
"08/11/2021,""4.9098"",""4.9160"",""4.9222"",""4.9107"",""112.51K"",""-0.05%"""
"08/10/2021,""4.9123"",""4.9141"",""4.9194"",""4.9109"",""170.38K"",""0.04%"""
"08/09/2021,""4.9103"",""4.9126"",""4.9172"",""4.9055"",""119.39K"",""0.02%"""
"08/06/2021,""4.9094"",""4.9145"",""4.9219"",""4.9046"",""97.72K"",""-0.02%"""
"08/05/2021,""4.9105"",""4.9182"",""4.9212"",""4.9113"",""123.03K"",""-0.08%"""
"08/04/2021,""4.9145"",""4.9180"",""4.9251"",""4.9142"",""118.56K"",""0.02%"""
"08/03/2021,""4.9135"",""4.9184"",""4.9215"",""4.9151"",""107.20K"",""-0.01%"""
"08/02/2021,""4.9142"",""4.9141"",""4.9222"",""4.9106"",""80.52K"",""0.03%"""
"07/30/2021,""4.9129"",""4.9207"",""4.9240"",""4.9118"",""92.35K"",""-0.06%"""
"07/29/2021,""4.9158"",""4.9204"",""4.9250"",""4.9160"",""125.26K"",""-0.02%"""
"07/28/2021,""4.9166"",""4.9184"",""4.9294"",""4.9071"",""132.75K"",""0.06%"""
"07/27/2021,""4.9138"",""4.9166"",""4.9230"",""4.9142"",""108.00K"",""0.03%"""
"07/26/2021,""4.9122"",""4.9246"",""4.9261"",""4.9131"",""92.62K"",""-0.13%"""
"07/23/2021,""4.9187"",""4.9220"",""4.9270"",""4.9184"",""123.11K"",""-0.02%"""
"07/22/2021,""4.9197"",""4.9243"",""4.9293"",""4.9195"",""117.12K"",""-0.02%"""
"07/21/2021,""4.9206"",""4.9258"",""4.9294"",""4.9222"",""128.29K"",""-0.01%"""
"07/20/2021,""4.9211"",""4.9262"",""4.9302"",""4.9226"",""159.41K"",""-0.05%"""
"07/19/2021,""4.9234"",""4.9279"",""4.9311"",""4.9219"",""124.00K"",""-0.03%"""
"07/16/2021,""4.9250"",""4.9296"",""4.9338"",""4.9248"",""110.70K"",""-0.01%"""
"07/15/2021,""4.9256"",""4.9290"",""4.9388"",""4.9254"",""112.56K"",""0.01%"""
"07/14/2021,""4.9250"",""4.9285"",""4.9321"",""4.9246"",""83.93K"",""0.01%"""
"07/13/2021,""4.9246"",""4.9281"",""4.9342"",""4.9132"",""89.14K"",""0.01%"""
"07/12/2021,""4.9239"",""4.9260"",""4.9317"",""4.9237"",""100.77K"",""0.02%"""
"07/09/2021,""4.9230"",""4.9281"",""4.9322"",""4.9248"",""82.76K"",""-0.02%"""
"07/08/2021,""4.9239"",""4.9278"",""4.9316"",""4.9240"",""93.42K"",""0.01%"""
"07/07/2021,""4.9232"",""4.9266"",""4.9342"",""4.9227"",""91.85K"",""0.01%"""
"07/06/2021,""4.9228"",""4.9261"",""4.9302"",""4.9226"",""127.62K"",""0.01%"""
"07/05/2021,""4.9221"",""4.9268"",""4.9315"",""4.9221"",""82.95K"",""-0.09%"""
"07/02/2021,""4.9263"",""4.9272"",""4.9348"",""4.9212"",""94.32K"",""0.07%"""
"07/01/2021,""4.9231"",""4.9278"",""4.9314"",""4.9219"",""87.73K"",""0.00%"""
"06/30/2021,""4.9229"",""4.9279"",""4.9318"",""4.9233"",""97.86K"",""-0.02%"""
"06/29/2021,""4.9238"",""4.9286"",""4.9314"",""4.9239"",""94.71K"",""-0.01%"""
"06/28/2021,""4.9245"",""4.9290"",""4.9321"",""4.9233"",""81.99K"",""0.00%"""
"06/25/2021,""4.9244"",""4.9247"",""4.9327"",""4.9197"",""91.67K"",""0.04%"""
"06/24/2021,""4.9223"",""4.9255"",""4.9288"",""4.9212"",""110.39K"",""0.02%"""
"06/23/2021,""4.9213"",""4.9255"",""4.9310"",""4.9226"",""106.42K"",""-0.01%"""
"06/22/2021,""4.9216"",""4.9289"",""4.9299"",""4.9214"",""121.99K"",""-0.06%"""
"06/21/2021,""4.9248"",""4.9289"",""4.9321"",""4.9205"",""124.95K"",""0.02%"""
"06/18/2021,""4.9238"",""4.9253"",""4.9309"",""4.9219"",""152.51K"",""0.05%"""
"06/17/2021,""4.9215"",""4.9242"",""4.9284"",""4.9206"",""143.56K"",""0.02%"""
"06/16/2021,""4.9207"",""4.9240"",""4.9296"",""4.9110"",""133.77K"",""0.03%"""
"06/15/2021,""4.9194"",""4.9197"",""4.9275"",""4.9182"",""116.16K"",""0.06%"""
"06/14/2021,""4.9164"",""4.9208"",""4.9251"",""4.9138"",""91.37K"",""0.04%"""
"06/11/2021,""4.9144"",""4.9191"",""4.9247"",""4.9149"",""128.24K"",""-0.03%"""
"06/10/2021,""4.9158"",""4.9229"",""4.9316"",""4.9147"",""138.44K"",""-0.06%"""
"06/09/2021,""4.9186"",""4.9233"",""4.9276"",""4.9201"",""119.48K"",""-0.01%"""
"06/08/2021,""4.9192"",""4.9231"",""4.9277"",""4.9198"",""114.35K"",""-0.01%"""
"06/07/2021,""4.9195"",""4.9229"",""4.9265"",""4.9194"",""92.05K"",""0.01%"""
"06/04/2021,""4.9188"",""4.9225"",""4.9325"",""4.9192"",""107.99K"",""0.01%"""
"06/03/2021,""4.9181"",""4.9218"",""4.9271"",""4.9183"",""119.07K"",""0.01%"""
"06/02/2021,""4.9178"",""4.9197"",""4.9250"",""4.9159"",""117.31K"",""0.05%"""
"06/01/2021,""4.9154"",""4.9181"",""4.9251"",""4.9145"",""121.92K"",""0.03%"""
"05/31/2021,""4.9138"",""4.9187"",""4.9240"",""4.9136"",""120.99K"",""-0.02%"""
"05/28/2021,""4.9149"",""4.9166"",""4.9243"",""4.9149"",""113.65K"",""0.02%"""
"05/27/2021,""4.9137"",""4.9173"",""4.9219"",""4.9127"",""155.35K"",""0.01%"""
"05/26/2021,""4.9132"",""4.9244"",""4.9275"",""4.9149"",""153.62K"",""-0.15%"""
"05/25/2021,""4.9207"",""4.9261"",""4.9288"",""4.9212"",""164.31K"",""-0.01%"""
"05/24/2021,""4.9214"",""4.9272"",""4.9296"",""4.9233"",""124.65K"",""-0.03%"""
"05/21/2021,""4.9231"",""4.9282"",""4.9331"",""4.9225"",""136.35K"",""-0.03%"""
"05/20/2021,""4.9245"",""4.9257"",""4.9317"",""4.9241"",""138.68K"",""0.02%"""
"05/19/2021,""4.9233"",""4.9268"",""4.9315"",""4.9234"",""141.88K"",""0.01%"""
"05/18/2021,""4.9227"",""4.9260"",""4.9303"",""4.9226"",""131.44K"",""-0.02%"""
"05/17/2021,""4.9238"",""4.9227"",""4.9296"",""4.9170"",""120.55K"",""0.09%"""
"05/14/2021,""4.9196"",""4.9279"",""4.9319"",""4.9215"",""109.12K"",""-0.10%"""
"05/13/2021,""4.9244"",""4.9281"",""4.9325"",""4.9238"",""137.69K"",""-0.01%"""
"05/12/2021,""4.9247"",""4.9272"",""4.9342"",""4.9098"",""136.96K"",""0.02%"""
"05/11/2021,""4.9237"",""4.9268"",""4.9314"",""4.9233"",""156.66K"",""0.00%"""
"05/10/2021,""4.9239"",""4.9256"",""4.9299"",""4.9216"",""146.09K"",""0.02%"""
"05/07/2021,""4.9231"",""4.9266"",""4.9426"",""4.9225"",""124.61K"",""0.00%"""
"05/06/2021,""4.9232"",""4.9261"",""4.9299"",""4.9213"",""152.45K"",""0.00%"""
"05/05/2021,""4.9233"",""4.9281"",""4.9311"",""4.9234"",""167.59K"",""-0.03%"""
"05/04/2021,""4.9247"",""4.9288"",""4.9311"",""4.9211"",""147.97K"",""0.00%"""
"05/03/2021,""4.9249"",""4.9300"",""4.9323"",""4.9222"",""82.91K"",""0.07%"""
"04/30/2021,""4.9214"",""4.9268"",""4.9323"",""4.9236"",""116.85K"",""-0.04%"""
"04/29/2021,""4.9235"",""4.9281"",""4.9312"",""4.9201"",""142.60K"",""0.00%"""
"04/28/2021,""4.9236"",""4.9293"",""4.9327"",""4.9237"",""129.80K"",""-0.02%"""
"04/27/2021,""4.9248"",""4.9211"",""4.9322"",""4.9205"",""160.30K"",""0.15%"""
"04/26/2021,""4.9174"",""4.9199"",""4.9296"",""4.9177"",""135.92K"",""-0.06%"""
"04/23/2021,""4.9203"",""4.9267"",""4.9296"",""4.9203"",""147.98K"",""-0.06%"""
"04/22/2021,""4.9234"",""4.9258"",""4.9313"",""4.9224"",""172.19K"",""0.03%"""
"04/21/2021,""4.9220"",""4.9275"",""4.9308"",""4.9215"",""171.62K"",""-0.03%"""
"04/20/2021,""4.9235"",""4.9253"",""4.9323"",""4.9227"",""163.75K"",""0.05%"""
"04/19/2021,""4.9208"",""4.9265"",""4.9371"",""4.9093"",""127.75K"",""-0.05%"""
"04/16/2021,""4.9235"",""4.9261"",""4.9302"",""4.9221"",""155.63K"",""0.02%"""
"04/15/2021,""4.9224"",""4.9266"",""4.9299"",""4.9219"",""183.70K"",""0.00%"""
"04/14/2021,""4.9225"",""4.9219"",""4.9309"",""4.9194"",""170.06K"",""0.09%"""
"04/13/2021,""4.9181"",""4.9211"",""4.9268"",""4.9149"",""177.54K"",""0.02%"""
"04/12/2021,""4.9173"",""4.9165"",""4.9251"",""4.9165"",""155.25K"",""-0.03%"""
"04/09/2021,""4.9187"",""4.9211"",""4.9251"",""4.9165"",""125.31K"",""0.03%"""
"04/08/2021,""4.9173"",""4.9183"",""4.9264"",""4.9135"",""131.24K"",""0.02%"""
"04/07/2021,""4.9162"",""4.9149"",""4.9240"",""4.9107"",""151.52K"",""0.09%"""
"04/06/2021,""4.9117"",""4.9145"",""4.9233"",""4.9096"",""133.49K"",""0.03%"""
"04/05/2021,""4.9102"",""4.9183"",""4.9206"",""4.9106"",""66.01K"",""-0.11%"""
"04/02/2021,""4.9158"",""4.9114"",""4.9202"",""4.9072"",""72.79K"",""0.16%"""
"04/01/2021,""4.9079"",""4.9203"",""4.9229"",""4.9053"",""181.75K"",""-0.16%"""
"03/31/2021,""4.9159"",""4.9212"",""4.9284"",""4.9167"",""181.25K"",""-0.01%"""
"03/30/2021,""4.9166"",""4.9118"",""4.9271"",""4.9040"",""126.02K"",""0.17%"""
"03/29/2021,""4.9085"",""4.8847"",""4.9145"",""4.8762"",""120.81K"",""0.57%"""
"03/26/2021,""4.8809"",""4.8847"",""4.8912"",""4.8811"",""159.92K"",""-0.03%"""
"03/25/2021,""4.8822"",""4.8874"",""4.8899"",""4.8819"",""166.65K"",""-0.04%"""
"03/24/2021,""4.8840"",""4.8902"",""4.8932"",""4.8843"",""180.16K"",""-0.03%"""
"03/23/2021,""4.8856"",""4.8895"",""4.8930"",""4.8842"",""135.16K"",""-0.01%"""
"03/22/2021,""4.8861"",""4.8828"",""4.8923"",""4.8735"",""137.01K"",""0.09%"""
"03/19/2021,""4.8815"",""4.8853"",""4.8903"",""4.8794"",""145.30K"",""-0.01%"""
"03/18/2021,""4.8819"",""4.8853"",""4.8913"",""4.8811"",""138.39K"",""-0.02%"""
"03/17/2021,""4.8828"",""4.8868"",""4.8953"",""4.8828"",""134.51K"",""0.03%"""
"03/16/2021,""4.8814"",""4.8846"",""4.8902"",""4.8818"",""151.61K"",""0.01%"""
"03/15/2021,""4.8809"",""4.8837"",""4.8905"",""4.8745"",""120.74K"",""0.01%"""
"03/12/2021,""4.8804"",""4.8824"",""4.8892"",""4.8799"",""144.07K"",""0.02%"""
"03/11/2021,""4.8795"",""4.8869"",""4.8907"",""4.8791"",""146.70K"",""-0.09%"""
"03/10/2021,""4.8840"",""4.8850"",""4.8924"",""4.8814"",""153.11K"",""0.09%"""
"03/09/2021,""4.8794"",""4.8872"",""4.8910"",""4.8820"",""165.83K"",""-0.07%"""
"03/08/2021,""4.8829"",""4.8860"",""4.8906"",""4.8762"",""156.84K"",""0.05%"""
"03/05/2021,""4.8806"",""4.8788"",""4.8880"",""4.8692"",""153.34K"",""0.11%"""
"03/04/2021,""4.8754"",""4.8769"",""4.8848"",""4.8723"",""165.76K"",""0.05%"""
"03/03/2021,""4.8730"",""4.8759"",""4.8820"",""4.8727"",""165.36K"",""0.01%"""
"03/02/2021,""4.8724"",""4.8740"",""4.8806"",""4.8705"",""155.75K"",""-0.03%"""
"03/01/2021,""4.8737"",""4.8780"",""4.8812"",""4.8715"",""174.73K"",""0.02%"""
"02/26/2021,""4.8726"",""4.8759"",""4.8816"",""4.8714"",""195.96K"",""0.00%"""
"02/25/2021,""4.8727"",""4.8720"",""4.8796"",""4.8696"",""228.49K"",""0.12%"""
"02/24/2021,""4.8671"",""4.8744"",""4.8797"",""4.8708"",""174.19K"",""-0.10%"""
"02/23/2021,""4.8720"",""4.8752"",""4.8804"",""4.8720"",""212.40K"",""0.01%"""
"02/22/2021,""4.8716"",""4.8736"",""4.8805"",""4.8722"",""168.23K"",""-0.02%"""
"02/19/2021,""4.8725"",""4.8752"",""4.8794"",""4.8724"",""186.47K"",""0.03%"""
"02/18/2021,""4.8711"",""4.8752"",""4.8787"",""4.8720"",""195.39K"",""-0.01%"""
"02/17/2021,""4.8715"",""4.8748"",""4.8793"",""4.8717"",""206.80K"",""0.01%"""
"02/16/2021,""4.8711"",""4.8745"",""4.8798"",""4.8713"",""197.86K"",""0.00%"""
"02/15/2021,""4.8711"",""4.8762"",""4.8783"",""4.8720"",""145.90K"",""0.02%"""
"02/12/2021,""4.8703"",""4.8758"",""4.8808"",""4.8720"",""127.00K"",""-0.03%"""
"02/11/2021,""4.8716"",""4.8748"",""4.8783"",""4.8715"",""161.18K"",""0.03%"""
"02/10/2021,""4.8701"",""4.8752"",""4.8785"",""4.8717"",""183.29K"",""-0.02%"""
"02/09/2021,""4.8710"",""4.8745"",""4.8787"",""4.8657"",""192.41K"",""0.02%"""
"02/08/2021,""4.8702"",""4.8724"",""4.8793"",""4.8710"",""209.61K"",""-0.02%"""
"02/05/2021,""4.8710"",""4.8760"",""4.8795"",""4.8711"",""164.42K"",""-0.03%"""
